Date,Home,Away,League
2025-09-06,Bromley,Gillingham,League_2
2025-09-06,Cambridge United,Oldham Athletic,League_2
2025-09-06,Cheltenham Town,Accrington Stanley,League_2
2025-09-06,Colchester United,Crewe Alexandra,League_2
2025-09-06,Harrogate Town,Crawley Town,League_2
2025-09-06,Milton Keynes Dons,Grimsby Town,League_2
2025-09-06,Newport County,Bristol Rovers,League_2
2025-09-06,Notts County,Fleetwood Town,League_2
2025-09-06,Salford City,Tranmere Rovers,League_2
2025-09-06,Walsall,Chesterfield,League_2
2025-09-13,Accrington Stanley,Colchester United,League_2
2025-09-13,Bristol Rovers,Barrow,League_2
2025-09-13,Chesterfield,Milton Keynes Dons,League_2
2025-09-13,Crawley Town,Cheltenham Town,League_2
2025-09-13,Crewe Alexandra,Barnet,League_2
2025-09-13,Fleetwood Town,Walsall,League_2
2025-09-13,Gillingham,Notts County,League_2
2025-09-13,Grimsby Town,Cambridge United,League_2
2025-09-13,Oldham Athletic,Bromley,League_2
2025-09-13,Shrewsbury Town,Salford City,League_2
2025-09-13,Swindon Town,Harrogate Town,League_2
2025-09-13,Tranmere Rovers,Newport County,League_2
2025-09-20,Barnet,Grimsby Town,League_2
2025-09-20,Barrow,Crewe Alexandra,League_2
2025-09-20,Bromley,Chesterfield,League_2
2025-09-20,Cambridge United,Fleetwood Town,League_2
2025-09-20,Cheltenham Town,Oldham Athletic,League_2
2025-09-20,Colchester United,Bristol Rovers,League_2
2025-09-20,Harrogate Town,Shrewsbury Town,League_2
2025-09-20,Milton Keynes Dons,Accrington Stanley,League_2
2025-09-20,Newport County,Gillingham,League_2
2025-09-20,Notts County,Crawley Town,League_2
2025-09-20,Salford City,Swindon Town,League_2
2025-09-20,Walsall,Tranmere Rovers,League_2
2025-09-27,Accrington Stanley,Walsall,League_2
2025-09-27,Bristol Rovers,Salford City,League_2
2025-09-27,Chesterfield,Newport County,League_2
2025-09-27,Crawley Town,Barrow,League_2
2025-09-27,Crewe Alexandra,Notts County,League_2
2025-09-27,Fleetwood Town,Colchester United,League_2
2025-09-27,Gillingham,Harrogate Town,League_2
2025-09-27,Grimsby Town,Cheltenham Town,League_2
2025-09-27,Oldham Athletic,Barnet,League_2
2025-09-27,Shrewsbury Town,Milton Keynes Dons,League_2
2025-09-27,Swindon Town,Bromley,League_2
2025-09-27,Tranmere Rovers,Cambridge United,League_2
2025-09-13,Aberdeen,Livingston,Scottish_Premier_League
2025-09-13,Dundee,Motherwell,Scottish_Premier_League
2025-09-13,Falkirk,St Mirren,Scottish_Premier_League
2025-09-13,Hibernian,Dundee United,Scottish_Premier_League
2025-09-13,Rangers,Heart of Midlothian,Scottish_Premier_League
2025-09-14,Kilmarnock,Celtic,Scottish_Premier_League
2025-09-20,Dundee,Livingston,Scottish_Premier_League
2025-09-27,Celtic,Hibernian,Scottish_Premier_League
2025-09-27,Dundee United,Kilmarnock,Scottish_Premier_League
2025-09-27,Heart of Midlothian,Falkirk,Scottish_Premier_League
2025-09-27,Livingston,Rangers,Scottish_Premier_League
2025-09-27,Motherwell,Aberdeen,Scottish_Premier_League
2025-09-27,St Mirren,Dundee,Scottish_Premier_League
2025-09-06,Greenock Morton,Raith Rovers,Scottish_Championship
2025-09-06,Queens Park,Partick Thistle,Scottish_Championship
2025-09-06,Ross County,Arbroath,Scottish_Championship
2025-09-12,Partick Thistle,Airdrieonians,Scottish_Championship
2025-09-13,Arbroath,Dunfermline Athletic,Scottish_Championship
2025-09-13,Ayr United,Ross County,Scottish_Championship
2025-09-13,Queens Park,Greenock Morton,Scottish_Championship
2025-09-13,Raith Rovers,St Johnstone,Scottish_Championship
2025-09-19,St Johnstone,Dunfermline Athletic,Scottish_Championship
2025-09-20,Airdrieonians,Raith Rovers,Scottish_Championship
2025-09-20,Arbroath,Greenock Morton,Scottish_Championship
2025-09-20,Partick Thistle,Ayr United,Scottish_Championship
2025-09-20,Ross County,Queens Park,Scottish_Championship
2025-09-27,Ayr United,Airdrieonians,Scottish_Championship
2025-09-27,Dunfermline Athletic,Partick Thistle,Scottish_Championship
2025-09-27,Greenock Morton,Ross County,Scottish_Championship
2025-09-27,Queens Park,St Johnstone,Scottish_Championship
2025-09-27,Raith Rovers,Arbroath,Scottish_Championship
2025-09-13,Alloa Athletic,Montrose,Scottish_League_1
2025-09-13,Cove Rangers,Inverness Caledonian Thistle,Scottish_League_1
2025-09-13,East Fife,Queen of the South,Scottish_League_1
2025-09-13,Kelty Hearts,Stenhousemuir,Scottish_League_1
2025-09-13,Peterhead,Hamilton Academical,Scottish_League_1
2025-09-20,Alloa Athletic,Cove Rangers,Scottish_League_1
2025-09-20,East Fife,Montrose,Scottish_League_1
2025-09-20,Kelty Hearts,Hamilton Academical,Scottish_League_1
2025-09-20,Queen of the South,Inverness Caledonian Thistle,Scottish_League_1
2025-09-20,Stenhousemuir,Peterhead,Scottish_League_1
2025-09-27,Cove Rangers,Kelty Hearts,Scottish_League_1
2025-09-27,Hamilton Academical,Stenhousemuir,Scottish_League_1
2025-09-27,Inverness Caledonian Thistle,East Fife,Scottish_League_1
2025-09-27,Montrose,Queen of the South,Scottish_League_1
2025-09-27,Peterhead,Alloa Athletic,Scottish_League_1
2025-09-13,Annan Athletic,Clyde,Scottish_League_2
2025-09-13,Edinburgh City,East Kilbride,Scottish_League_2
2025-09-13,Elgin City,Stirling Albion,Scottish_League_2
2025-09-13,Forfar Athletic,Dumbarton,Scottish_League_2
2025-09-13,Stranraer,Spartans,Scottish_League_2
2025-09-20,Clyde,Edinburgh City,Scottish_League_2
2025-09-20,East Kilbride,Dumbarton,Scottish_League_2
2025-09-20,Forfar Athletic,Annan Athletic,Scottish_League_2
2025-09-20,Spartans,Stirling Albion,Scottish_League_2
2025-09-20,Stranraer,Elgin City,Scottish_League_2
2025-09-27,Annan Athletic,East Kilbride,Scottish_League_2
2025-09-27,Dumbarton,Stranraer,Scottish_League_2
2025-09-27,Edinburgh City,Forfar Athletic,Scottish_League_2
2025-09-27,Elgin City,Spartans,Scottish_League_2
2025-09-27,Stirling Albion,Clyde,Scottish_League_2
